ut2;una_inst;colab_inst;colab_inst_ext;ins;ines;inex;nau;nauext;nauesp;wc;sample;citas;py;EU_funded
000320404400002;0;1;0;2;2;0;1;0;1;Psychology, Experimental;0;0;2013;0
000319944200010;0;1;0;5;5;0;6;0;6;Gerontology;1;0;2013;0
000319829000019;0;1;0;5;5;0;6;0;6;Nursing;1;0;2013;0
000319789800011;0;1;1;2;1;1;2;1;1;Business, Finance;0;0;2013;0
000319789800011;0;1;1;2;1;1;2;1;1;Economics;0;0;2013;0
000319789800022;0;1;0;2;2;0;3;0;3;Business, Finance;0;0;2013;0
000319789800022;0;1;0;2;2;0;3;0;3;Economics;0;0;2013;0
000319633000009;0;1;0;3;3;0;4;0;4;Ergonomics;1;0;2013;0
000319633000009;0;1;0;3;3;0;4;0;4;Public, Environmental & Occupational Health;1;0;2013;0
000319633000009;0;1;0;3;3;0;4;0;4;Social Sciences, Interdisciplinary;1;0;2013;0
000319633000009;0;1;0;3;3;0;4;0;4;Transportation;1;0;2013;0
000319636700002;0;1;0;2;2;0;2;0;2;Economics;0;0;2013;0
000319543800007;1;0;0;1;1;0;2;0;2;Information Science & Library Science;1;0;2013;0
000318508900011;0;1;1;3;2;1;3;1;2;Economics;0;0;2013;0
000321024000001;0;1;0;2;2;0;1;0;1;Health Care Sciences & Services;1;0;2013;0
000321024000001;0;1;0;2;2;0;1;0;1;History & Philosophy Of Science;1;0;2013;0
000319811300009;0;1;0;3;3;0;2;0;2;Economics;0;0;2013;0
000319811300009;0;1;0;3;3;0;2;0;2;Environmental Studies;1;0;2013;0
000319811300009;0;1;0;3;3;0;2;0;2;Geography;1;0;2013;0
000320288700009;1;0;0;1;1;0;2;0;2;Anthropology;1;0;2013;0
000320742100007;0;0;0;1;1;0;1;0;1;Linguistics;1;0;2013;0
000320345600001;0;1;0;2;2;0;2;0;2;Linguistics;1;0;2013;0
000320351800003;0;1;0;3;3;0;6;0;6;Medical Informatics;1;0;2013;0
000320642100001;0;1;1;2;1;1;2;1;1;Economics;0;0;2013;0
000320642100001;0;1;1;2;1;1;2;1;1;International Relations;1;0;2013;0
000320642100001;0;1;1;2;1;1;2;1;1;Political Science;1;0;2013;0
000320737100001;0;1;1;8;1;7;6;5;1;Management;0;0;2013;0
000320737100001;0;1;1;8;1;7;6;5;1;Planning & Development;1;0;2013;0
000320737100001;0;1;1;8;1;7;6;5;1;Public Administration;0;0;2013;0
000320551700005;1;0;0;1;1;0;5;0;5;Economics;0;0;2013;0
000320195300003;0;1;1;14;1;13;14;13;1;Nursing;1;0;2013;0
000320581000004;0;1;1;2;1;1;3;1;2;Psychology, Developmental;0;0;2013;0
000319805100011;1;0;0;1;1;0;3;0;3;Education, Scientific Disciplines;1;0;2013;0
000319851000004;0;1;1;4;2;2;2;1;1;Management;0;0;2013;0
000320113700001;1;0;0;1;1;0;3;0;1;Economics;0;0;2013;0
000319287500005;0;1;1;2;1;1;3;1;2;Nursing;1;0;2013;0
000319719500001;0;1;0;2;2;0;4;0;4;Medical Informatics;1;0;2013;0
000319879100014;1;0;0;1;1;0;3;0;3;Nursing;1;0;2013;1
000319662100004;0;1;1;4;1;3;4;3;1;Public, Environmental & Occupational Health;1;0;2013;0
000319607700007;1;0;0;1;1;0;3;0;3;Linguistics;1;0;2013;0
000319365800005;0;1;1;2;1;1;2;1;1;Health Care Sciences & Services;1;0;2013;0
000319365800005;0;1;1;2;1;1;2;1;1;Health Policy & Services;1;0;2013;0
000319365800005;0;1;1;2;1;1;2;1;1;Social Issues;1;0;2013;0
000319365800005;0;1;1;2;1;1;2;1;1;Social Sciences, Biomedical;1;0;2013;0
000319183900009;0;1;1;3;1;2;8;6;2;Anthropology;1;0;2013;0
000319338500005;0;1;0;2;1;1;1;0;1;Economics;0;0;2013;0
000319338500005;0;1;0;2;1;1;1;0;1;History;1;0;2013;0
000319338500005;0;1;0;2;1;1;1;0;1;History Of Social Sciences;1;0;2013;0
000319347600001;0;1;1;2;1;1;3;2;1;Information Science & Library Science;1;0;2013;0
000319361200007;0;1;0;3;3;0;2;0;2;Economics;0;0;2013;0
000319361200007;0;1;0;3;3;0;2;0;2;Social Sciences, Mathematical Methods;1;0;2013;0
000318882000006;0;1;0;8;8;0;9;0;8;Public, Environmental & Occupational Health;1;0;2013;0
000319369600031;0;1;1;2;1;1;2;1;1;Business;0;0;2013;0
000319369600031;0;1;1;2;1;1;2;1;1;Management;0;0;2013;0
000318513400004;0;1;1;8;1;7;11;10;1;Gerontology;1;0;2013;1
000318380100037;0;1;0;2;2;0;4;0;4;Hospitality, Leisure, Sport & Tourism;1;0;2013;0
000318951700001;0;1;1;3;1;2;4;2;2;Education, Special;1;0;2013;0
000318663300011;0;1;0;2;2;0;3;0;3;Education, Special;1;0;2013;0
000318807000008;0;1;0;2;2;0;4;0;4;Information Science & Library Science;1;0;2013;0
000318492100006;0;1;0;2;1;1;3;0;3;Social Sciences, Interdisciplinary;1;0;2013;0
000318553300018;0;1;0;2;2;0;4;0;4;Economics;0;0;2013;0
000318553300018;0;1;0;2;2;0;4;0;4;Social Sciences, Mathematical Methods;1;0;2013;0
000318655600005;0;1;0;3;3;0;3;0;3;Business;0;0;2013;0
000318655600005;0;1;0;3;3;0;3;0;3;Management;0;0;2013;0
000318755900006;0;1;1;9;1;8;8;7;1;Public, Environmental & Occupational Health;1;0;2013;0
000318653100017;1;0;0;1;1;0;4;0;4;Engineering, Industrial;1;0;2013;0
000318385100003;1;0;0;1;1;0;3;0;3;Environmental Studies;1;0;2013;0
000318490600009;1;0;0;1;1;0;2;0;2;Public, Environmental & Occupational Health;1;0;2013;0
000318350700007;0;1;1;3;1;2;3;2;1;Economics;0;0;2013;0
000321164900001;1;0;0;1;1;0;2;0;2;Sociology;1;0;2013;0
000321146100004;0;1;0;2;2;0;5;0;5;Medical Informatics;1;0;2013;1
000320739200006;0;1;1;2;1;1;4;1;3;Information Science & Library Science;1;0;2013;0
000320739200006;0;1;1;2;1;1;4;1;3;Management;0;0;2013;0
000320739200009;1;0;0;1;1;0;3;0;3;Information Science & Library Science;1;0;2013;0
000320739200009;1;0;0;1;1;0;3;0;3;Management;0;0;2013;0
000320551100005;0;1;0;2;2;0;2;0;2;Health Care Sciences & Services;1;0;2013;0
000320551100005;0;1;0;2;2;0;2;0;2;Nursing;1;0;2013;0
000320290200007;0;1;0;5;5;0;5;0;5;Management;0;0;2013;0
000320081300009;1;0;0;1;1;0;4;0;4;Social Sciences, Interdisciplinary;1;0;2013;0
000320683200006;0;1;1;4;1;3;6;4;1;Nursing;1;0;2013;0
000319790200018;0;1;0;2;2;0;2;0;2;Economics;0;0;2013;0
000319632600028;0;1;0;2;2;0;2;0;2;Economics;0;0;2013;0
000319027100009;0;1;0;2;2;0;5;0;5;Public, Environmental & Occupational Health;1;0;2013;0
000319027100011;0;1;0;3;3;0;4;0;4;Public, Environmental & Occupational Health;1;0;2013;0
000319203700004;1;0;0;1;1;0;2;0;2;Economics;0;0;2013;0
000319076300005;0;1;1;2;1;1;2;1;1;Education & Educational Research;1;0;2013;0
000319076300005;0;1;1;2;1;1;2;1;1;History & Philosophy Of Science;1;0;2013;0
000318868000006;0;1;0;7;7;0;11;0;11;Psychology, Clinical;0;0;2013;0
000318868000006;0;1;0;7;7;0;11;0;11;Family Studies;1;0;2013;0
000318786300013;1;0;0;1;1;0;4;0;4;Nursing;1;0;2013;0
000318773300011;1;0;0;1;1;0;4;0;4;Management;0;0;2013;0
000318835300006;0;0;0;1;1;0;1;0;1;Sociology;1;0;2013;0
000318764600020;0;1;0;3;3;0;4;0;4;Economics;0;0;2013;0
000318685800006;0;1;0;3;3;0;3;0;3;Nursing;1;0;2013;0
000318394600017;0;1;0;4;4;0;7;0;7;Public, Environmental & Occupational Health;1;0;2013;0
000318590900003;0;1;1;2;1;1;3;1;2;Education & Educational Research;1;0;2013;0
000318463500004;0;1;1;3;1;2;2;1;1;Economics;0;0;2013;0
000318440700012;0;1;1;5;1;4;3;2;1;Public, Environmental & Occupational Health;1;0;2013;1
000318440700012;0;1;1;5;1;4;3;2;1;Social Sciences, Mathematical Methods;1;0;2013;1
000318364600015;0;1;1;2;1;1;5;3;2;Psychology, Developmental;0;0;2013;0
000320079300001;0;1;1;3;1;2;3;1;2;Economics;0;0;2013;0
000319221200001;0;1;1;3;1;2;5;2;3;Psychology, Social;0;0;2013;0
000320300400001;0;0;0;1;1;0;1;0;1;Ethics;1;0;2013;0
000320573900001;0;1;1;3;1;2;3;2;1;Environmental Studies;1;0;2013;0
000320345300003;1;0;0;1;1;0;3;0;3;Business, Finance;0;0;2013;0
000320345300003;1;0;0;1;1;0;3;0;3;Economics;0;0;2013;0
000320154600008;0;1;1;2;1;1;3;1;2;Nursing;1;0;2013;0
000320154600027;0;1;0;3;3;0;3;0;3;Nursing;1;0;2013;0
000319714900003;0;1;1;3;2;1;2;1;1;History & Philosophy Of Science;1;0;2013;1
000319499600010;0;1;0;3;3;0;8;0;8;Public, Environmental & Occupational Health;1;0;2013;0
000318582300004;1;0;0;1;1;0;4;0;4;Business;0;0;2013;0
000318582300006;0;1;0;3;3;0;2;0;2;Business;0;0;2013;0
000318582300007;1;0;0;1;1;0;4;0;4;Business;0;0;2013;0
000318548100002;0;0;0;1;1;0;1;0;1;History;1;0;2013;0
000318548100002;0;0;0;1;1;0;1;0;1;Political Science;1;0;2013;0
000318366600009;0;1;0;6;6;0;7;0;7;Health Policy & Services;1;0;2013;0
000318366600009;0;1;0;6;6;0;7;0;7;Public, Environmental & Occupational Health;1;0;2013;0
000319275200008;0;1;1;5;1;4;13;11;2;Communication;1;0;2013;0
000319275200008;0;1;1;5;1;4;13;11;2;History & Philosophy Of Science;1;0;2013;0
000319881900001;0;1;0;2;2;0;6;0;6;Public, Environmental & Occupational Health;1;0;2013;0
000318824900005;1;0;0;1;1;0;2;0;2;Education & Educational Research;1;0;2013;0
000319494800006;1;0;0;1;1;0;4;0;3;Geography;1;0;2013;0
000319171800008;0;1;0;3;3;0;4;0;4;Public, Environmental & Occupational Health;1;0;2013;0
000318372600002;1;0;0;1;1;0;2;0;2;Economics;0;0;2013;0
000318530700017;1;0;0;1;1;0;4;0;4;Nursing;1;0;2013;0
000319213400001;0;1;1;3;2;1;3;1;2;Public, Environmental & Occupational Health;1;0;2013;0
000321102300103;1;0;0;1;1;0;4;0;1;Information Science & Library Science;1;0;2013;0
000321022000011;1;0;0;1;1;0;2;0;2;Business;0;0;2013;0
000321004800005;0;1;0;3;1;2;3;0;1;Business, Finance;0;0;2013;0
000320738400004;0;1;0;3;3;0;3;0;3;Management;0;0;2013;0
000320738500003;0;1;1;2;1;1;2;1;1;Management;0;0;2013;0
000320092900006;1;0;0;1;1;0;3;0;2;Psychology, Multidisciplinary;0;0;2013;0
000320092900009;1;0;0;1;1;0;4;0;3;Psychology, Multidisciplinary;0;0;2013;0
000319868000004;0;1;0;2;2;0;2;0;2;Management;0;0;2013;0
000320091600002;0;1;1;2;1;1;3;1;2;Business;0;0;2013;0
000320091600002;0;1;1;2;1;1;3;1;2;Management;0;0;2013;0
000320091600006;0;1;0;2;2;0;2;0;2;Business;0;0;2013;0
000320091600006;0;1;0;2;2;0;2;0;2;Management;0;0;2013;0
000318883300002;0;1;1;4;1;3;4;3;1;Business;0;0;2013;0
000318883300002;0;1;1;4;1;3;4;3;1;Management;0;0;2013;0
000318858100071;1;0;0;1;1;0;7;0;6;Medical Informatics;1;0;2013;0
000319640600006;1;0;0;1;1;0;2;0;2;Engineering, Industrial;1;0;2013;0
000319534000003;0;1;1;2;1;1;3;2;1;Business;0;0;2013;0
000319534000003;0;1;1;2;1;1;3;2;1;Management;0;0;2013;0
000319487400003;0;1;0;2;2;0;4;0;4;Management;0;0;2013;0
000318886600006;0;1;0;2;2;0;4;0;3;Business;0;0;2013;0
000318886600006;0;1;0;2;2;0;4;0;3;Communication;1;0;2013;0
000318952900003;1;0;0;1;1;0;2;0;2;Social Sciences, Mathematical Methods;1;0;2013;0
000319086000010;0;1;0;2;1;1;3;0;3;Business;0;0;2013;0
000319086000010;0;1;0;2;1;1;3;0;3;Management;0;0;2013;0
000320298000003;0;1;0;2;2;0;3;0;3;Engineering, Industrial;1;0;2013;0
000321088900001;0;1;0;4;4;0;6;0;6;Anthropology;1;0;2013;0
000320690900002;0;1;1;2;1;1;2;1;1;Demography;1;0;2013;0
000320690900002;0;1;1;2;1;1;2;1;1;Ethnic Studies;1;0;2013;0
000320415000001;1;0;0;1;1;0;5;0;5;Psychology, Clinical;0;0;2013;0
000319491300018;0;1;0;2;2;0;3;0;3;Engineering, Industrial;1;0;2013;0
000321098400002;0;1;1;3;1;2;3;2;1;Economics;0;0;2013;0
000321022300005;0;1;1;3;2;1;3;1;2;Law;0;0;2013;0
000321022300005;0;1;1;3;2;1;3;1;2;Psychology, Multidisciplinary;0;0;2013;0
000320553600006;1;0;0;1;1;0;3;0;3;Ethnic Studies;1;0;2013;0
000320553600006;1;0;0;1;1;0;3;0;3;History;1;0;2013;0
000320553600006;1;0;0;1;1;0;3;0;3;Political Science;1;0;2013;0
000320553600006;1;0;0;1;1;0;3;0;3;Sociology;1;0;2013;0
000321145000001;0;1;0;2;2;0;3;0;3;Geography;1;0;2013;0
000320610000004;1;0;0;1;1;0;2;0;2;Health Policy & Services;1;0;2013;0
000320570600007;0;1;0;2;2;0;2;0;2;Management;0;0;2013;0
000320346400017;0;1;0;2;2;0;4;0;4;Medical Informatics;1;0;2013;0
000320071200015;0;1;1;3;1;2;2;1;1;Economics;0;0;2013;0
000320277000006;1;0;0;1;1;0;3;0;3;Ergonomics;1;0;2013;0
000320751300005;1;0;0;1;1;0;2;0;2;Education & Educational Research;1;0;2013;0
000320300200006;1;0;0;1;1;0;4;0;4;Transportation;1;0;2013;0
000320083400004;0;1;0;2;2;0;2;0;2;Education & Educational Research;1;0;2013;0
000320083400004;0;1;0;2;2;0;2;0;2;Hospitality, Leisure, Sport & Tourism;1;0;2013;0
000320680600005;1;0;0;1;1;0;6;0;6;Psychology, Clinical;0;0;2013;0
000320035800001;0;1;1;2;1;1;2;1;1;Economics;0;0;2013;0
000320035800001;0;1;1;2;1;1;2;1;1;Political Science;1;0;2013;0
000319974000021;1;0;0;1;1;0;6;0;6;Public, Environmental & Occupational Health;1;0;2013;0
000319816700006;0;1;0;2;2;0;4;0;4;Education, Special;1;0;2013;0
000319770300001;0;1;1;3;2;1;2;1;1;Economics;0;0;2013;0
000319770300001;0;1;1;3;2;1;2;1;1;Social Sciences, Mathematical Methods;1;0;2013;0
000319770300010;0;1;0;2;2;0;3;0;3;Economics;0;0;2013;0
000319770300010;0;1;0;2;2;0;3;0;3;Social Sciences, Mathematical Methods;1;0;2013;0
000319543800018;0;1;0;2;2;0;4;0;4;Information Science & Library Science;1;0;2013;0
000319545900005;1;0;0;1;1;0;2;0;2;Economics;0;0;2013;0
000319545900005;1;0;0;1;1;0;2;0;2;Social Sciences, Mathematical Methods;1;0;2013;0
000319174100005;0;1;0;2;2;0;2;0;2;Linguistics;1;0;2013;0
000321144700001;0;0;0;1;1;0;1;0;1;Geography;1;0;2013;0
000320912700009;1;0;0;1;1;0;2;0;2;Environmental Studies;1;0;2013;0
000320912700009;1;0;0;1;1;0;2;0;2;Geography;1;0;2013;0
000320912700009;1;0;0;1;1;0;2;0;2;Planning & Development;1;0;2013;0
000320912700009;1;0;0;1;1;0;2;0;2;Urban Studies;1;0;2013;0
000320099700007;0;0;0;1;1;0;1;0;1;Geography;1;0;2013;0
000320099700007;0;0;0;1;1;0;1;0;1;History;1;0;2013;0
000320099700007;0;0;0;1;1;0;1;0;1;History & Philosophy Of Science;1;0;2013;0
000320099700007;0;0;0;1;1;0;1;0;1;History Of Social Sciences;1;0;2013;0
000320708700015;0;1;1;4;3;1;6;1;5;Hospitality, Leisure, Sport & Tourism;1;0;2013;0
000320708700015;0;1;1;4;3;1;6;1;5;Psychology, Applied;0;0;2013;0
000320863800009;0;1;0;2;2;0;1;0;1;Planning & Development;1;0;2013;0
000320863800009;0;1;0;2;2;0;1;0;1;Political Science;1;0;2013;0
000320863800009;0;1;0;2;2;0;1;0;1;Public Administration;0;0;2013;0
000320358900002;1;0;0;1;1;0;2;0;2;History;1;0;2013;0
000320863700011;0;1;0;2;1;1;1;0;1;Political Science;1;0;2013;0
000320417800006;0;1;1;2;1;1;2;1;1;Economics;0;0;2013;0
000320417800006;0;1;1;2;1;1;2;1;1;Education & Educational Research;1;0;2013;0
000320208300007;1;0;0;1;1;0;2;0;1;Economics;0;0;2013;0
000319801500013;0;1;1;2;1;1;4;1;3;Psychology, Mathematical;0;0;2013;0
000319801500013;0;1;1;2;1;1;4;1;3;Psychology, Experimental;0;0;2013;0
000320083100002;0;1;1;3;2;1;2;1;1;Economics;0;0;2013;0
000320083200007;0;1;0;2;2;0;2;0;2;Education & Educational Research;1;0;2013;0
000319607700004;0;0;0;1;1;0;1;0;1;Linguistics;1;0;2013;0
000319607700005;0;1;0;2;2;0;2;0;2;Linguistics;1;0;2013;0
000319607700006;0;1;0;2;2;0;2;0;2;Linguistics;1;0;2013;0
000319405200005;0;1;1;2;1;1;2;1;1;Demography;1;0;2013;0
000319296200005;1;0;0;1;1;0;3;0;3;Environmental Studies;1;0;2013;0
000319296200005;1;0;0;1;1;0;3;0;3;Urban Studies;1;0;2013;0
000319640800002;1;0;0;1;1;0;2;0;1;Business, Finance;0;0;2013;0
000319552700009;0;1;0;3;3;0;2;0;2;Economics;0;0;2013;0
000319552700009;0;1;0;3;3;0;2;0;2;Environmental Studies;1;0;2013;0
000319552700009;0;1;0;3;3;0;2;0;2;Geography;1;0;2013;0
000319830900002;0;1;1;3;1;2;3;2;1;Business;0;0;2013;0
000319830900002;0;1;1;3;1;2;3;2;1;Management;0;0;2013;0
000319346900007;0;1;1;2;1;1;2;1;1;Agricultural Economics & Policy;0;0;2013;0
000319346900007;0;1;1;2;1;1;2;1;1;Economics;0;0;2013;0
000319233700004;1;0;0;1;1;0;2;0;2;Business;0;0;2013;0
000319233700004;1;0;0;1;1;0;2;0;2;History Of Social Sciences;1;0;2013;0
000319524700002;0;1;0;3;3;0;8;0;8;Psychology, Clinical;0;0;2013;0
000319217200010;1;0;0;1;1;0;2;0;2;Economics;0;0;2013;0
000319279200006;0;1;1;6;1;5;7;6;1;Psychology, Educational;0;0;2013;0
000319355300017;0;1;0;2;2;0;3;0;3;Ethics;1;0;2013;0
000319355300017;0;1;0;2;2;0;3;0;3;History & Philosophy Of Science;1;0;2013;0
000319360900002;1;0;0;1;1;0;3;0;3;Economics;0;0;2013;0
000319360900004;0;1;0;2;2;0;1;0;1;Economics;0;0;2013;0
000319360900005;0;1;1;2;1;1;2;1;1;Economics;0;0;2013;0
000319378900003;0;1;0;2;2;0;2;0;2;Education & Educational Research;1;0;2013;0
000319045700003;1;0;0;1;1;0;4;0;4;Education & Educational Research;1;0;2013;0
000319045700007;0;1;0;2;2;0;3;0;3;Education & Educational Research;1;0;2013;0
000318998700004;0;1;0;2;2;0;7;0;2;Health Care Sciences & Services;1;0;2013;0
000318998700004;0;1;0;2;2;0;7;0;2;Medical Informatics;1;0;2013;0
000318916500006;0;1;1;3;2;1;3;1;2;Economics;0;0;2013;0
000319033100006;1;0;0;1;1;0;4;0;4;Transportation;1;0;2013;0
000318936800009;0;1;1;4;2;2;4;2;2;Education, Special;1;0;2013;0
000318663300004;0;1;0;5;5;0;5;0;5;Education, Special;1;0;2013;0
000318369100009;0;1;1;3;1;2;2;1;1;Anthropology;1;0;2013;0
000318410900006;1;0;0;1;1;0;2;0;2;Gerontology;1;0;2013;0
000318367000003;1;0;0;1;1;0;3;0;3;Psychology, Educational;0;0;2013;0
000318367000013;1;0;0;1;1;0;2;0;2;Psychology, Educational;0;0;2013;0
000318472900003;0;1;1;3;1;2;5;4;1;Economics;0;0;2013;0
000318350300007;1;0;0;1;1;0;3;0;3;Economics;0;0;2013;0
000320054800001;0;1;0;11;11;0;16;0;16;Public, Environmental & Occupational Health;1;0;2013;0
000319300500001;0;1;0;2;2;0;3;0;3;Geography;1;0;2013;0
000321087300012;0;1;1;4;2;2;7;2;5;Law;0;0;2013;0
000321164900002;0;1;1;2;1;1;2;1;1;Sociology;1;0;2013;0
000321164900004;0;1;0;2;2;0;2;0;2;Sociology;1;0;2013;0
000321164900007;0;1;0;2;2;0;2;0;2;Sociology;1;0;2013;0
000321164900009;1;0;0;1;1;0;2;0;2;Sociology;1;0;2013;0
000320739200001;0;1;0;2;2;0;2;0;2;Information Science & Library Science;1;0;2013;0
000320739200001;0;1;0;2;2;0;2;0;2;Management;0;0;2013;0
000320739200011;0;1;1;2;1;1;3;1;2;Information Science & Library Science;1;0;2013;0
000320739200011;0;1;1;2;1;1;3;1;2;Management;0;0;2013;0
000320976900014;0;1;1;2;1;1;2;1;1;Public, Environmental & Occupational Health;1;0;2013;0
000320951300002;0;1;0;3;3;0;2;0;2;Psychology, Social;0;0;2013;0
000320497400004;0;1;0;2;2;0;2;0;2;Information Science & Library Science;1;0;2013;0
000320497400005;1;0;0;1;1;0;2;0;2;Information Science & Library Science;1;0;2013;0
000320497400007;0;1;0;2;2;0;1;0;1;Information Science & Library Science;1;0;2013;0
000320497400008;0;1;0;2;2;0;2;0;2;Information Science & Library Science;1;0;2013;0
000320497400011;0;1;0;2;2;0;2;0;2;Information Science & Library Science;1;0;2013;0
000320683200005;0;1;0;2;2;0;4;0;2;Nursing;1;0;2013;0
000320012100019;0;1;1;2;1;1;2;1;1;Economics;0;0;2013;0
000320012100019;0;1;1;2;1;1;2;1;1;Social Sciences, Mathematical Methods;1;0;2013;0
000319714800011;0;1;0;3;3;0;2;0;2;Economics;0;0;2013;0
000320115200007;0;1;0;2;2;0;4;0;4;Anthropology;1;0;2013;0
000319955100004;0;1;0;2;2;0;2;0;2;Hospitality, Leisure, Sport & Tourism;1;0;2013;0
000319955100004;0;1;0;2;2;0;2;0;2;Management;0;0;2013;0
000319538900016;0;1;0;2;2;0;1;0;1;Anthropology;1;0;2013;0
000319480500005;0;1;0;2;2;0;2;0;2;Economics;0;0;2013;0
000319300400001;1;0;0;1;1;0;2;0;2;Geography;1;0;2013;0
000319027100005;0;1;0;4;4;0;8;0;8;Public, Environmental & Occupational Health;1;0;2013;0
000319027100006;0;1;1;3;2;1;3;1;2;Public, Environmental & Occupational Health;1;0;2013;0
000319027100008;0;1;0;3;3;0;9;0;9;Public, Environmental & Occupational Health;1;0;2013;0
000319027100015;0;1;0;6;6;0;6;0;6;Public, Environmental & Occupational Health;1;0;2013;0
000319027100018;1;0;0;1;1;0;2;0;2;Public, Environmental & Occupational Health;1;0;2013;0
000319027100017;1;0;0;1;1;0;2;0;2;Public, Environmental & Occupational Health;1;0;2013;0
000319203700007;0;1;0;2;2;0;3;0;3;Economics;0;0;2013;0
000319336400007;1;0;0;1;1;0;2;0;2;Management;0;0;2013;0
000319076300010;0;1;0;4;4;0;4;0;4;Education & Educational Research;1;0;2013;0
000319076300010;0;1;0;4;4;0;4;0;4;History & Philosophy Of Science;1;0;2013;0
000318582600017;0;1;1;2;1;1;6;5;1;Psychology, Experimental;0;0;2013;0
000318547600005;0;1;0;3;3;0;6;0;6;Psychology, Clinical;0;0;2013;0
000318962100004;0;1;0;2;2;0;4;0;4;Engineering, Industrial;1;0;2013;0
000318962100004;0;1;0;2;2;0;4;0;4;Ergonomics;1;0;2013;0
000318773300001;0;1;1;3;1;2;3;2;1;Management;0;0;2013;0
000318773300004;1;0;0;1;1;0;2;0;2;Management;0;0;2013;0
000318773300009;1;0;0;1;1;0;3;0;3;Management;0;0;2013;0
000318573000006;0;1;0;2;2;0;2;0;2;History & Philosophy Of Science;1;0;2013;0
000318642200009;0;1;1;2;1;1;3;2;1;Education, Scientific Disciplines;1;0;2013;0
000318667400001;1;0;0;1;1;0;2;0;2;Education & Educational Research;1;0;2013;0
000318667400002;1;0;0;1;1;0;2;0;2;Education & Educational Research;1;0;2013;0
000318667400003;0;0;0;1;1;0;1;0;1;Education & Educational Research;1;0;2013;0
000318667400004;1;0;0;1;1;0;2;0;1;Education & Educational Research;1;0;2013;0
000318667400006;0;0;0;1;1;0;1;0;1;Education & Educational Research;1;0;2013;0
000318667400008;0;1;0;2;2;0;3;0;2;Education & Educational Research;1;0;2013;0
000318667400009;1;0;0;1;1;0;2;0;1;Education & Educational Research;1;0;2013;0
000318667400010;1;0;0;1;1;0;2;0;2;Education & Educational Research;1;0;2013;0
000318359700008;0;1;1;2;1;1;2;1;1;Health Care Sciences & Services;1;0;2013;0
000318359700008;0;1;1;2;1;1;2;1;1;Health Policy & Services;1;0;2013;0
000318461400004;1;0;0;1;1;0;2;0;2;Education & Educational Research;1;0;2013;0
000318632400001;0;1;0;6;6;0;4;0;4;Public, Environmental & Occupational Health;1;0;2013;0
000320860600013;0;1;0;2;1;1;1;0;1;Law;0;0;2013;0
000320967500004;0;1;0;2;2;0;1;0;1;Political Science;1;0;2013;0
000320361300003;1;0;0;1;1;0;4;0;4;Communication;1;0;2013;0
000320361300003;1;0;0;1;1;0;4;0;4;Ethics;1;0;2013;0
000320026200007;1;0;0;1;1;0;2;0;2;Public, Environmental & Occupational Health;1;0;2013;0
000320409600008;0;1;1;3;1;2;3;2;1;Education & Educational Research;1;0;2013;0
000319805500003;0;1;0;3;3;0;5;0;5;Health Care Sciences & Services;1;0;2013;0
000319805500003;0;1;0;3;3;0;5;0;5;Health Policy & Services;1;0;2013;0
000319965600004;0;1;1;3;1;2;5;2;2;Psychology, Clinical;0;0;2013;0
000319965600005;1;0;0;1;1;0;7;0;7;Psychology, Clinical;0;0;2013;0
000319965600007;0;1;1;2;1;1;3;1;2;Psychology, Clinical;0;0;2013;0
000319334200022;0;1;0;4;4;0;3;0;3;Psychology, Multidisciplinary;0;0;2013;0
000318582300002;1;0;0;1;1;0;3;0;3;Business;0;0;2013;0
000318582300003;0;1;1;2;1;1;3;1;2;Business;0;0;2013;0
000318582300005;1;0;0;1;1;0;2;0;2;Business;0;0;2013;0
000320980900008;0;1;0;2;2;0;3;0;3;Public, Environmental & Occupational Health;1;0;2013;0
000316578500001;0;1;1;2;1;1;2;1;1;History;1;0;2013;0
000318824900003;1;0;0;1;1;0;3;0;3;Education & Educational Research;1;0;2013;0
000318824900007;1;0;0;1;1;0;3;0;3;Education & Educational Research;1;0;2013;0
000318824900008;0;1;1;2;1;1;3;2;1;Education & Educational Research;1;0;2013;0
000318824900010;0;1;1;3;1;2;3;2;1;Education & Educational Research;1;0;2013;0
000318824900013;1;0;0;1;1;0;4;0;4;Education & Educational Research;1;0;2013;0
000318791400013;1;0;0;1;1;0;3;0;3;Psychology, Experimental;0;0;2013;0
000320094800018;1;0;0;1;1;0;3;0;3;Geography;1;0;2013;0
000320606900101;0;0;0;1;1;0;1;0;1;Business;0;0;2013;0
000320606900101;0;0;0;1;1;0;1;0;1;Management;0;0;2013;0
000320606900124;1;0;0;1;1;0;2;0;1;Business;0;0;2013;0
000320606900124;1;0;0;1;1;0;2;0;1;Management;0;0;2013;0
000320606900147;1;0;0;1;1;0;3;0;3;Business;0;0;2013;0
000320606900147;1;0;0;1;1;0;3;0;3;Management;0;0;2013;0
000320606900182;1;0;0;1;1;0;3;0;2;Business;0;0;2013;0
000320606900182;1;0;0;1;1;0;3;0;2;Management;0;0;2013;0
000321106600009;0;1;0;2;1;1;2;0;1;History;1;0;2013;0
000321102300024;1;0;0;1;1;0;3;0;2;Information Science & Library Science;1;0;2013;0
000320776100009;0;1;0;3;3;0;3;0;3;Information Science & Library Science;1;0;2013;0
000320776100007;0;1;1;3;1;2;3;2;1;Information Science & Library Science;1;0;2013;0
